Generation,Individual,theta_5_c,pr_scbc,theta_w_c,pr_orc,Fitness,ThermalEfficiency,ExergyEfficiency,Cost
27,28,599.9967,3.2870,116.7656,3.9986,0.441000,N/A,N/A,N/A
27,29,599.9967,3.2870,118.8282,3.8340,0.440400,N/A,N/A,N/A
27,30,599.9948,3.2337,114.9111,3.9922,0.441100,N/A,N/A,N/A
27,31,599.9948,3.2337,117.5777,3.9677,0.441100,N/A,N/A,N/A
27,32,589.3249,3.2341,121.1307,3.9990,0.436600,N/A,N/A,N/A
27,33,594.8055,3.6049,113.3492,4.0000,0.437900,N/A,N/A,N/A
27,34,599.9968,3.4756,116.2650,3.9995,0.440800,N/A,N/A,N/A
27,35,599.9968,3.2297,116.2650,3.9253,0.440900,N/A,N/A,N/A
27,36,584.5461,3.2350,116.9924,3.9979,0.434500,N/A,N/A,N/A
27,37,600.0000,3.2345,117.8447,3.9993,0.441200,N/A,N/A,N/A
27,38,589.4156,3.2158,117.7229,3.8960,0.436300,N/A,N/A,N/A
27,39,599.9965,3.2348,115.7547,3.8553,0.440700,N/A,N/A,N/A
27,40,599.9956,3.2303,114.3633,3.9990,0.441200,N/A,N/A,N/A
27,41,600.0000,3.2303,117.3225,3.9990,0.441200,N/A,N/A,N/A
27,42,599.9968,3.2094,117.7313,3.9963,0.441100,N/A,N/A,N/A
27,43,599.9968,3.1868,114.2635,3.9963,0.441100,N/A,N/A,N/A
27,44,599.9942,3.0134,115.2968,3.7174,0.439500,N/A,N/A,N/A
27,45,599.9942,3.2340,115.2968,3.9988,0.441200,N/A,N/A,N/A
27,46,599.9948,3.2337,117.5777,3.9677,0.441100,N/A,N/A,N/A
27,47,595.0958,3.2337,117.5777,3.7928,0.438400,N/A,N/A,N/A
27,48,599.9953,3.3045,118.7941,3.9973,0.441000,N/A,N/A,N/A
27,49,599.9953,3.3045,118.7941,3.9973,0.441000,N/A,N/A,N/A
27,50,599.9985,3.2465,118.2376,3.8994,0.440800,N/A,N/A,N/A
28,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
28,2,599.9984,3.2219,117.7880,4.0000,0.441100,N/A,N/A,N/A
28,3,597.7244,3.2219,117.7880,3.9978,0.440200,N/A,N/A,N/A
28,4,599.9948,3.3569,117.5777,3.9677,0.440800,N/A,N/A,N/A
28,5,588.6438,3.2277,117.4030,3.9979,0.436300,N/A,N/A,N/A
28,6,599.9969,3.2346,116.9267,3.9994,0.441200,N/A,N/A,N/A
28,7,599.9969,3.6249,116.9267,3.9994,0.440200,N/A,N/A,N/A
28,8,599.9965,3.2365,116.1896,3.9934,0.441100,N/A,N/A,N/A
28,9,600.0000,3.1559,116.1896,3.9456,0.440900,N/A,N/A,N/A
28,10,600.0000,3.2305,119.1062,3.9981,0.441200,N/A,N/A,N/A
28,11,600.0000,3.2345,113.2134,3.9993,0.441200,N/A,N/A,N/A
28,12,582.1411,3.2307,116.2018,3.9950,0.433400,N/A,N/A,N/A
28,13,588.2788,3.2307,116.2018,3.9950,0.436100,N/A,N/A,N/A
28,14,599.9958,3.3547,116.3363,3.9991,0.440900,N/A,N/A,N/A
28,15,599.9958,3.3547,116.3363,4.0000,0.440900,N/A,N/A,N/A
28,16,599.9948,3.1667,119.2989,3.9832,0.441000,N/A,N/A,N/A
28,17,592.5530,3.2955,116.9927,3.9832,0.437900,N/A,N/A,N/A
28,18,600.0000,3.2032,116.1828,3.9993,0.441100,N/A,N/A,N/A
28,19,600.0000,3.2032,116.1828,3.9993,0.441100,N/A,N/A,N/A
28,20,599.9970,3.2321,116.8411,3.9956,0.441200,N/A,N/A,N/A
28,21,599.9970,3.2321,120.6902,3.9956,0.441100,N/A,N/A,N/A
28,22,599.9965,3.2290,117.4389,3.9117,0.440900,N/A,N/A,N/A
28,23,599.9965,3.2369,115.9280,4.0000,0.441200,N/A,N/A,N/A
28,24,599.9984,3.1822,116.7969,3.9982,0.441100,N/A,N/A,N/A
28,25,599.9984,3.2192,116.7969,3.9982,0.441100,N/A,N/A,N/A
28,26,599.9991,3.2065,117.0947,3.7945,0.440500,N/A,N/A,N/A
28,27,599.9991,3.2065,113.6366,3.9990,0.441200,N/A,N/A,N/A
28,28,597.5910,3.2337,116.9927,3.9832,0.440100,N/A,N/A,N/A
28,29,600.0000,3.2337,116.9927,3.9832,0.441100,N/A,N/A,N/A
28,30,600.0000,3.2299,119.1215,3.6790,0.440100,N/A,N/A,N/A
28,31,593.0741,3.2299,115.4315,3.9993,0.438200,N/A,N/A,N/A
28,32,599.9971,3.2337,119.1262,3.9983,0.441100,N/A,N/A,N/A
28,33,600.0000,3.2337,119.1262,3.9983,0.441200,N/A,N/A,N/A
28,34,599.9971,3.3761,118.1604,3.8788,0.440500,N/A,N/A,N/A
28,35,599.9971,3.2574,118.1604,3.9159,0.440900,N/A,N/A,N/A
28,36,600.0000,3.2362,115.3195,3.9941,0.441100,N/A,N/A,N/A
28,37,600.0000,3.2362,118.7154,3.9941,0.441100,N/A,N/A,N/A
28,38,599.9968,3.2094,117.7313,3.9963,0.441100,N/A,N/A,N/A
28,39,599.9965,3.2365,119.1592,4.0000,0.441100,N/A,N/A,N/A
28,40,599.9974,3.0825,116.4537,3.9990,0.440800,N/A,N/A,N/A
28,41,599.9974,3.2316,116.4537,3.9990,0.441200,N/A,N/A,N/A
28,42,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
28,43,586.2020,3.2348,116.0087,3.9994,0.435200,N/A,N/A,N/A
28,44,599.9965,3.2475,116.8303,3.9967,0.441200,N/A,N/A,N/A
28,45,599.9965,3.2475,116.8303,3.9967,0.441200,N/A,N/A,N/A
28,46,599.8999,3.2309,116.3947,3.9984,0.441100,N/A,N/A,N/A
28,47,595.8738,2.8812,116.3947,3.9984,0.437800,N/A,N/A,N/A
28,48,599.9974,3.2854,117.3900,3.9490,0.440800,N/A,N/A,N/A
28,49,599.9974,3.2854,116.1969,3.9490,0.440800,N/A,N/A,N/A
28,50,599.9961,3.2358,117.5774,3.9990,0.441200,N/A,N/A,N/A
29,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
29,2,599.9984,3.2237,118.6586,3.8314,0.440600,N/A,N/A,N/A
29,3,599.9984,3.2237,118.6586,3.9982,0.441100,N/A,N/A,N/A
29,4,599.9992,3.2291,116.6444,3.8256,0.440600,N/A,N/A,N/A
29,5,599.9992,3.2291,116.5537,3.9971,0.441200,N/A,N/A,N/A
29,6,589.7437,3.5593,118.3518,3.9986,0.435900,N/A,N/A,N/A
29,7,599.9980,3.2348,118.3518,3.9986,0.441200,N/A,N/A,N/A
29,8,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
29,9,585.9922,3.1822,117.7502,3.9982,0.435100,N/A,N/A,N/A
29,10,593.7920,3.2358,117.6125,3.9990,0.438500,N/A,N/A,N/A
29,11,599.9991,3.2065,113.6366,3.9990,0.441200,N/A,N/A,N/A
29,12,599.5978,3.2206,117.8844,3.9996,0.441000,N/A,N/A,N/A
29,13,600.0000,3.2206,117.8844,4.0000,0.441100,N/A,N/A,N/A
29,14,599.9984,3.2063,116.9571,4.0000,0.441200,N/A,N/A,N/A
29,15,599.9984,3.2063,116.9571,3.9978,0.441100,N/A,N/A,N/A
29,16,599.9974,3.2316,116.4537,3.9990,0.441200,N/A,N/A,N/A
29,17,599.9965,3.3925,115.9280,4.0000,0.440900,N/A,N/A,N/A
29,18,600.0000,3.2305,119.1062,3.9981,0.441200,N/A,N/A,N/A
29,19,600.0000,3.2337,120.6583,3.9983,0.441100,N/A,N/A,N/A
29,20,599.9982,3.2390,117.9683,3.9974,0.441200,N/A,N/A,N/A
29,21,599.9982,3.2390,117.9683,3.9974,0.441200,N/A,N/A,N/A
29,22,593.3797,3.2313,119.8982,4.0000,0.438300,N/A,N/A,N/A
29,23,599.9985,3.2184,119.8982,3.9969,0.441100,N/A,N/A,N/A
29,24,599.9996,3.5149,116.3714,3.9985,0.440600,N/A,N/A,N/A
29,25,599.9996,3.2482,116.4604,3.9985,0.441200,N/A,N/A,N/A
29,26,599.9984,3.2345,118.3091,3.9978,0.441200,N/A,N/A,N/A
29,27,599.9967,3.2345,118.3091,3.9978,0.441200,N/A,N/A,N/A
29,28,599.9969,3.2346,117.4374,3.9994,0.441200,N/A,N/A,N/A
29,29,599.9965,3.2365,119.1592,4.0000,0.441100,N/A,N/A,N/A
29,30,600.0000,2.9904,116.6113,3.9939,0.440300,N/A,N/A,N/A
29,31,599.9996,3.2222,112.7091,3.8581,0.440700,N/A,N/A,N/A
29,32,599.9992,3.2265,117.9615,3.8119,0.440500,N/A,N/A,N/A
29,33,591.2599,3.2265,117.9615,3.9982,0.437400,N/A,N/A,N/A
29,34,600.0000,3.2101,118.1914,4.0000,0.441100,N/A,N/A,N/A
29,35,599.9992,3.2101,114.7160,3.9935,0.441100,N/A,N/A,N/A
29,36,599.9982,3.2335,119.1327,3.9990,0.441200,N/A,N/A,N/A
29,37,590.1706,3.2335,119.1327,3.9990,0.436900,N/A,N/A,N/A
29,38,599.9982,3.0695,116.5066,3.9980,0.440700,N/A,N/A,N/A
29,39,599.9982,3.2254,116.5066,3.9980,0.441200,N/A,N/A,N/A
29,40,595.5189,3.2265,117.9615,3.9982,0.439300,N/A,N/A,N/A
29,41,589.6884,3.2265,117.9615,3.9982,0.436700,N/A,N/A,N/A
29,42,599.9980,3.2206,115.7558,3.9992,0.441100,N/A,N/A,N/A
29,43,600.0000,3.1025,117.0633,3.7327,0.440000,N/A,N/A,N/A
29,44,600.0000,3.3492,116.9927,3.9832,0.440900,N/A,N/A,N/A
29,45,600.0000,3.2032,116.1828,3.9993,0.441100,N/A,N/A,N/A
29,46,599.9983,3.2357,114.5707,4.0000,0.441200,N/A,N/A,N/A
29,47,585.1316,3.0831,114.5707,3.9997,0.434600,N/A,N/A,N/A
29,48,599.9985,2.8421,116.9518,3.9975,0.439000,N/A,N/A,N/A
29,49,599.9985,3.2333,116.9518,3.9975,0.441200,N/A,N/A,N/A
29,50,599.9982,3.2372,119.3726,4.0000,0.441100,N/A,N/A,N/A
30,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
30,2,599.9992,3.2178,106.1405,3.9980,0.431600,N/A,N/A,N/A
30,3,600.0000,3.3240,115.0952,3.9980,0.441000,N/A,N/A,N/A
30,4,599.9987,3.2348,118.0198,3.9921,0.441100,N/A,N/A,N/A
30,5,599.9987,3.2348,118.0198,3.9777,0.441100,N/A,N/A,N/A
30,6,599.9992,3.2196,115.6349,3.9953,0.441100,N/A,N/A,N/A
30,7,599.9992,3.2196,115.6349,3.9085,0.440900,N/A,N/A,N/A
30,8,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
30,9,599.9991,3.3575,113.6366,3.9990,0.440900,N/A,N/A,N/A
30,10,599.9975,2.9402,115.2786,4.0000,0.440000,N/A,N/A,N/A
30,11,599.9975,3.3129,118.1640,3.9987,0.441000,N/A,N/A,N/A
30,12,599.9975,3.2276,116.5966,3.9993,0.441200,N/A,N/A,N/A
30,13,581.8999,3.2276,119.1573,3.9993,0.433300,N/A,N/A,N/A
30,14,599.9989,3.2306,115.3387,3.9278,0.440900,N/A,N/A,N/A
30,15,599.9989,3.2306,115.3387,3.8322,0.440600,N/A,N/A,N/A
30,16,599.9994,3.2161,113.7126,3.9258,0.440900,N/A,N/A,N/A
30,17,599.9994,3.2161,115.8475,3.8892,0.440800,N/A,N/A,N/A
30,18,581.4796,3.3453,115.5386,3.9990,0.433000,N/A,N/A,N/A
30,19,595.1090,3.2305,115.5386,3.9990,0.439100,N/A,N/A,N/A
30,20,599.9992,3.2325,116.5812,3.9979,0.441200,N/A,N/A,N/A
30,21,599.9992,3.2325,118.7076,3.9979,0.441200,N/A,N/A,N/A
30,22,599.9982,3.2335,117.8068,3.9990,0.441200,N/A,N/A,N/A
30,23,599.9982,3.2432,119.1327,3.9990,0.441200,N/A,N/A,N/A
30,24,599.9981,3.2298,116.8620,3.9983,0.441200,N/A,N/A,N/A
30,25,599.9981,2.8609,118.5451,3.8228,0.438700,N/A,N/A,N/A
30,26,599.9983,3.2191,115.0452,4.0000,0.441200,N/A,N/A,N/A
30,27,599.9983,3.2191,115.0452,4.0000,0.441200,N/A,N/A,N/A
30,28,599.9994,3.3720,116.4626,3.9978,0.440900,N/A,N/A,N/A
30,29,600.0000,3.4595,116.4626,3.9978,0.440800,N/A,N/A,N/A
30,30,599.9976,3.7059,118.3091,3.9978,0.439800,N/A,N/A,N/A
30,31,599.9976,3.2513,118.4113,4.0000,0.441200,N/A,N/A,N/A
30,32,599.9991,3.2143,116.3447,4.0000,0.441200,N/A,N/A,N/A
30,33,599.9991,3.3956,116.3447,4.0000,0.440900,N/A,N/A,N/A
30,34,599.9988,3.2177,116.7554,3.9692,0.441000,N/A,N/A,N/A
30,35,599.9988,3.2177,121.4267,3.9974,0.441100,N/A,N/A,N/A
30,36,599.9987,3.2177,115.6113,3.9957,0.441100,N/A,N/A,N/A
30,37,599.9987,3.3934,115.6113,3.9957,0.440900,N/A,N/A,N/A
30,38,599.9990,3.2273,116.7087,3.9982,0.441200,N/A,N/A,N/A
30,39,600.0000,3.2273,116.5628,3.9982,0.441200,N/A,N/A,N/A
30,40,599.9983,3.2303,116.5037,3.9981,0.441200,N/A,N/A,N/A
30,41,599.9983,3.2303,116.5037,3.8220,0.440600,N/A,N/A,N/A
30,42,599.9985,3.2333,116.9518,3.9975,0.441200,N/A,N/A,N/A
30,43,599.9991,3.2065,113.6366,3.8266,0.440600,N/A,N/A,N/A
30,44,600.0000,2.9982,120.5629,3.9976,0.440300,N/A,N/A,N/A
30,45,599.9984,3.1369,116.9544,3.9976,0.441000,N/A,N/A,N/A
30,46,599.9985,3.2363,118.5117,3.9997,0.441200,N/A,N/A,N/A
30,47,599.9985,3.2363,117.6594,4.0000,0.441200,N/A,N/A,N/A
30,48,600.0000,3.2245,116.3422,3.9954,0.441200,N/A,N/A,N/A
30,49,599.9987,3.1754,116.3422,3.9954,0.441000,N/A,N/A,N/A
30,50,599.9983,3.2245,117.5826,3.9981,0.441200,N/A,N/A,N/A
31,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
31,2,587.2557,3.2393,117.5600,3.9991,0.435700,N/A,N/A,N/A
31,3,599.9983,3.2393,117.5600,3.9991,0.441200,N/A,N/A,N/A
31,4,599.9996,3.2692,115.7200,3.9990,0.441100,N/A,N/A,N/A
31,5,599.9996,3.2692,115.7200,3.9691,0.441000,N/A,N/A,N/A
31,6,575.5132,3.2348,118.0198,3.9777,0.430400,N/A,N/A,N/A
31,7,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
31,8,599.9987,3.2239,117.0757,3.8758,0.440700,N/A,N/A,N/A
31,9,600.0000,3.1093,117.0757,3.9995,0.440900,N/A,N/A,N/A
31,10,599.9986,3.2270,113.5254,3.9846,0.441100,N/A,N/A,N/A
31,11,599.9986,3.2270,117.2074,3.9846,0.441100,N/A,N/A,N/A
31,12,600.0000,3.1604,116.3422,3.9954,0.441000,N/A,N/A,N/A
31,13,599.9994,3.2000,116.3422,3.9954,0.441100,N/A,N/A,N/A
31,14,587.0977,3.2409,116.8750,3.9639,0.435500,N/A,N/A,N/A
31,15,599.9982,3.2409,116.3448,3.9639,0.441100,N/A,N/A,N/A
31,16,599.9990,3.2251,120.0672,3.9977,0.441200,N/A,N/A,N/A
31,17,599.9990,3.2251,120.0672,3.9977,0.441200,N/A,N/A,N/A
31,18,599.9992,3.4873,117.0727,3.9981,0.440700,N/A,N/A,N/A
31,19,599.9992,3.2259,117.0727,3.9981,0.441200,N/A,N/A,N/A
31,20,599.9979,3.1006,118.7720,3.9995,0.440800,N/A,N/A,N/A
31,21,599.9979,3.0952,119.5361,3.9892,0.440800,N/A,N/A,N/A
31,22,588.7627,3.1948,117.1810,3.6775,0.435200,N/A,N/A,N/A
31,23,599.9994,3.2296,117.1810,3.9866,0.441100,N/A,N/A,N/A
31,24,599.9996,3.2285,120.8163,3.9967,0.441100,N/A,N/A,N/A
31,25,599.9996,3.2511,116.4617,3.9967,0.441200,N/A,N/A,N/A
31,26,599.9979,3.2354,117.8646,3.9992,0.441200,N/A,N/A,N/A
31,27,599.9979,3.2354,117.8646,3.9992,0.441200,N/A,N/A,N/A
31,28,599.9996,3.4676,117.6104,3.9921,0.440800,N/A,N/A,N/A
31,29,599.9996,3.2287,117.6104,3.9921,0.441100,N/A,N/A,N/A
31,30,600.0000,3.2239,121.0229,3.9995,0.441100,N/A,N/A,N/A
31,31,599.9987,3.2239,117.7402,3.9601,0.441000,N/A,N/A,N/A
31,32,594.6813,3.3680,117.9969,3.9990,0.438800,N/A,N/A,N/A
31,33,599.9979,3.1177,117.4945,3.9990,0.440900,N/A,N/A,N/A
31,34,599.9988,3.2238,116.6483,4.0000,0.441100,N/A,N/A,N/A
31,35,600.0000,3.2238,116.6483,3.9987,0.441100,N/A,N/A,N/A
31,36,599.9986,3.2304,121.5282,3.9986,0.441100,N/A,N/A,N/A
31,37,599.9986,3.2091,117.2577,3.9986,0.441100,N/A,N/A,N/A
31,38,599.9995,3.2273,116.6358,3.9982,0.441200,N/A,N/A,N/A
31,39,599.9995,3.2273,115.3448,3.9982,0.441200,N/A,N/A,N/A
31,40,599.9997,3.2203,115.0274,3.7960,0.440500,N/A,N/A,N/A
31,41,599.9997,3.2203,111.2969,3.9606,0.441000,N/A,N/A,N/A
31,42,599.9992,3.2325,116.5812,3.9979,0.441200,N/A,N/A,N/A
31,43,600.0000,3.5002,116.5628,3.9982,0.440700,N/A,N/A,N/A
31,44,600.0000,3.2438,118.4615,3.9998,0.441200,N/A,N/A,N/A
31,45,599.9980,3.2438,116.5690,3.9998,0.441200,N/A,N/A,N/A
31,46,599.9990,3.2273,114.5490,3.9982,0.441200,N/A,N/A,N/A
31,47,599.9987,3.2348,118.0198,3.9777,0.441100,N/A,N/A,N/A
31,48,599.9992,3.2341,118.0448,3.9990,0.441200,N/A,N/A,N/A
31,49,599.9992,3.2341,118.0448,3.9990,0.441200,N/A,N/A,N/A
31,50,599.9985,3.1913,116.7090,3.9974,0.441100,N/A,N/A,N/A
32,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
32,2,599.9997,3.2568,115.9965,4.0000,0.441200,N/A,N/A,N/A
32,3,599.9997,3.4474,115.9965,3.9985,0.440800,N/A,N/A,N/A
32,4,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
32,5,598.0618,3.2296,117.1810,3.9866,0.440300,N/A,N/A,N/A
32,6,599.9982,3.2375,116.2098,3.8354,0.440600,N/A,N/A,N/A
32,7,599.9982,3.2312,115.6950,3.9919,0.441100,N/A,N/A,N/A
32,8,599.9987,3.3093,117.2502,3.9987,0.441000,N/A,N/A,N/A
32,9,599.9987,3.3971,117.2502,3.9987,0.440900,N/A,N/A,N/A
32,10,599.9991,3.2299,115.5651,3.9981,0.441200,N/A,N/A,N/A
32,11,599.9991,3.2299,115.5651,3.9981,0.441200,N/A,N/A,N/A
32,12,599.9992,2.8972,115.8650,3.9924,0.439600,N/A,N/A,N/A
32,13,599.9992,3.2285,115.8650,3.9924,0.441200,N/A,N/A,N/A
32,14,599.9992,3.2273,115.5924,3.9982,0.441200,N/A,N/A,N/A
32,15,599.9992,3.2273,115.5924,3.9982,0.441200,N/A,N/A,N/A
32,16,599.9994,3.2308,120.6266,3.9944,0.441100,N/A,N/A,N/A
32,17,599.9994,3.0161,118.1171,3.9944,0.440400,N/A,N/A,N/A
32,18,599.9992,3.2273,115.5924,4.0000,0.441200,N/A,N/A,N/A
32,19,599.9992,3.2273,115.7560,3.9982,0.441200,N/A,N/A,N/A
32,20,599.9980,3.2382,117.1047,3.9815,0.441100,N/A,N/A,N/A
32,21,584.2515,3.2382,117.1047,3.9416,0.434200,N/A,N/A,N/A
32,22,599.9993,3.2341,120.5571,3.9993,0.441100,N/A,N/A,N/A
32,23,589.2147,3.2341,120.5571,3.9993,0.436500,N/A,N/A,N/A
32,24,600.0000,3.0568,117.0706,3.9985,0.440700,N/A,N/A,N/A
32,25,599.9987,3.2359,117.0706,3.9985,0.441200,N/A,N/A,N/A
32,26,599.9989,3.2216,117.6513,3.9988,0.441100,N/A,N/A,N/A
32,27,599.9989,3.2216,117.6513,3.9988,0.441100,N/A,N/A,N/A
32,28,599.9994,3.2000,116.3422,3.8114,0.440500,N/A,N/A,N/A
32,29,600.0000,3.2379,119.5860,4.0000,0.441200,N/A,N/A,N/A
32,30,599.9992,3.2333,117.3130,3.9985,0.441200,N/A,N/A,N/A
32,31,599.9992,3.2333,120.9003,3.9985,0.441100,N/A,N/A,N/A
32,32,599.9996,3.2319,116.6816,3.9991,0.441200,N/A,N/A,N/A
32,33,599.9996,3.2319,118.3293,3.9991,0.441200,N/A,N/A,N/A
32,34,599.9991,3.2296,119.0560,3.9984,0.441200,N/A,N/A,N/A
32,35,600.0000,3.2296,119.0560,3.9984,0.441200,N/A,N/A,N/A
32,36,599.9991,3.2255,118.5699,4.0000,0.441200,N/A,N/A,N/A
32,37,598.4416,3.1348,118.5699,3.9979,0.440300,N/A,N/A,N/A
32,38,597.9782,3.2393,117.5600,4.0000,0.440300,N/A,N/A,N/A
32,39,599.9983,3.3799,117.5600,3.9991,0.440900,N/A,N/A,N/A
32,40,600.0000,3.2408,113.1294,3.9999,0.441200,N/A,N/A,N/A
32,41,600.0000,3.2408,119.0237,3.9999,0.441200,N/A,N/A,N/A
32,42,595.9245,3.2348,117.9547,3.9991,0.439400,N/A,N/A,N/A
32,43,599.9985,3.2348,117.9547,3.9991,0.441200,N/A,N/A,N/A
32,44,589.4127,3.3252,118.3577,3.9988,0.436600,N/A,N/A,N/A
32,45,599.9989,3.2244,118.3577,3.9988,0.441200,N/A,N/A,N/A
32,46,600.0000,3.2251,120.7076,3.9977,0.441200,N/A,N/A,N/A
32,47,599.9990,3.2251,120.0672,3.9977,0.441200,N/A,N/A,N/A
32,48,599.9998,3.2474,117.4616,3.9983,0.441200,N/A,N/A,N/A
32,49,599.9998,3.2474,117.4616,3.9983,0.441200,N/A,N/A,N/A
32,50,600.0000,3.2000,116.3422,3.8163,0.440500,N/A,N/A,N/A
33,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
33,2,599.9984,3.2737,117.1775,3.9901,0.441000,N/A,N/A,N/A
33,3,599.9984,3.2737,113.6762,3.9901,0.441000,N/A,N/A,N/A
33,4,599.9992,3.2303,116.4527,3.9983,0.441200,N/A,N/A,N/A
33,5,599.9992,3.2728,116.4527,3.9983,0.441000,N/A,N/A,N/A
33,6,599.0867,3.2262,113.7207,3.6360,0.439500,N/A,N/A,N/A
33,7,599.9991,3.5116,117.8298,3.9979,0.440600,N/A,N/A,N/A
33,8,599.9998,3.2474,117.4616,3.9983,0.441200,N/A,N/A,N/A
33,9,592.1612,3.2251,120.0672,3.9977,0.437800,N/A,N/A,N/A
33,10,600.0000,3.2394,119.3048,4.0000,0.441200,N/A,N/A,N/A
33,11,584.6793,3.2394,119.3048,4.0000,0.434500,N/A,N/A,N/A
33,12,600.0000,3.2352,119.5716,3.9991,0.441100,N/A,N/A,N/A
33,13,600.0000,3.2352,120.6111,3.9991,0.441100,N/A,N/A,N/A
33,14,599.9996,3.1653,117.3080,3.7451,0.440200,N/A,N/A,N/A
33,15,599.9996,3.2341,117.3080,3.9990,0.441200,N/A,N/A,N/A
33,16,599.9996,3.2319,118.3293,3.6222,0.439900,N/A,N/A,N/A
33,17,599.9996,3.2319,118.3293,3.9991,0.441200,N/A,N/A,N/A
33,18,599.9996,3.2262,118.1500,3.9979,0.441200,N/A,N/A,N/A
33,19,599.9996,3.2262,118.1500,3.9979,0.441200,N/A,N/A,N/A
33,20,599.9994,3.2410,118.0318,3.9988,0.441200,N/A,N/A,N/A
33,21,597.4284,3.0736,118.0318,3.9988,0.439700,N/A,N/A,N/A
33,22,599.9993,3.2308,117.8688,3.8435,0.440600,N/A,N/A,N/A
33,23,599.9993,3.2308,117.8688,3.9987,0.441200,N/A,N/A,N/A
33,24,599.9993,3.2291,121.0626,3.9457,0.441000,N/A,N/A,N/A
33,25,599.9993,3.2291,118.1913,3.9963,0.441200,N/A,N/A,N/A
33,26,599.9993,3.2307,118.0747,3.9987,0.441200,N/A,N/A,N/A
33,27,599.9993,3.5460,118.9224,3.9987,0.440500,N/A,N/A,N/A
33,28,599.9995,3.2743,118.7968,4.0000,0.441000,N/A,N/A,N/A
33,29,599.9995,3.2332,115.8860,3.9760,0.441100,N/A,N/A,N/A
33,30,583.2009,3.2385,118.2588,3.7623,0.433100,N/A,N/A,N/A
33,31,599.9999,3.2385,118.2588,3.9983,0.441200,N/A,N/A,N/A
33,32,599.9994,3.2312,115.3903,3.9994,0.441200,N/A,N/A,N/A
33,33,599.9994,3.2312,116.9684,3.9994,0.441200,N/A,N/A,N/A
33,34,599.9996,3.1966,117.5892,3.9991,0.441100,N/A,N/A,N/A
33,35,594.6546,3.2326,114.0916,3.9991,0.438900,N/A,N/A,N/A
33,36,600.0000,3.2312,118.9718,3.9418,0.441000,N/A,N/A,N/A
33,37,599.9994,3.2312,118.9718,3.9994,0.441200,N/A,N/A,N/A
33,38,599.9996,3.2262,118.2318,4.0000,0.441200,N/A,N/A,N/A
33,39,599.9996,3.2262,118.2318,3.9979,0.441200,N/A,N/A,N/A
33,40,599.9990,3.2393,121.6236,3.9951,0.441200,N/A,N/A,N/A
33,41,599.9990,3.2393,116.5783,3.9951,0.441200,N/A,N/A,N/A
33,42,599.9994,3.2065,118.7644,3.9980,0.441100,N/A,N/A,N/A
33,43,600.0000,3.2363,118.7644,3.9980,0.441100,N/A,N/A,N/A
33,44,599.9992,3.2268,122.6108,3.9989,0.441100,N/A,N/A,N/A
33,45,599.9992,3.2268,117.9903,3.9989,0.441200,N/A,N/A,N/A
33,46,584.4153,3.2334,118.8486,3.9965,0.434400,N/A,N/A,N/A
33,47,599.9991,3.2334,117.5608,3.8871,0.440800,N/A,N/A,N/A
33,48,599.9992,3.2264,117.0812,4.0000,0.441200,N/A,N/A,N/A
33,49,599.9992,3.2264,117.0812,4.0000,0.441200,N/A,N/A,N/A
33,50,599.9995,3.2332,115.8497,4.0000,0.441200,N/A,N/A,N/A
34,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
34,2,599.9994,3.2319,116.9622,3.9993,0.441200,N/A,N/A,N/A
34,3,599.9994,3.2319,114.6053,3.9993,0.441200,N/A,N/A,N/A
34,4,600.0000,3.2055,117.7699,3.9995,0.441200,N/A,N/A,N/A
34,5,599.9996,3.2301,117.7699,3.9995,0.441200,N/A,N/A,N/A
34,6,599.9998,3.2355,117.7178,3.9944,0.441100,N/A,N/A,N/A
34,7,599.9998,3.1800,117.7178,3.9944,0.441100,N/A,N/A,N/A
34,8,583.6599,3.2287,118.6057,3.9987,0.434100,N/A,N/A,N/A
34,9,599.9995,3.2287,118.6018,4.0000,0.441200,N/A,N/A,N/A
34,10,599.9994,3.2361,117.5001,3.9991,0.441200,N/A,N/A,N/A
34,11,599.9994,3.2361,117.5001,3.9991,0.441200,N/A,N/A,N/A
34,12,599.9993,2.9934,120.3213,3.9989,0.440300,N/A,N/A,N/A
34,13,599.9993,3.2339,120.3213,3.9989,0.441100,N/A,N/A,N/A
34,14,599.9992,3.2277,119.0719,3.9729,0.441100,N/A,N/A,N/A
34,15,599.9992,3.2277,119.0719,3.9579,0.441000,N/A,N/A,N/A
34,16,600.0000,3.2442,117.7467,4.0000,0.441200,N/A,N/A,N/A
