Generation,Individual,theta_5_c,pr_scbc,theta_w_c,pr_orc,Fitness,ThermalEfficiency,ExergyEfficiency,Cost
44,40,600.0000,3.3550,117.9898,3.9994,0.440900,N/A,N/A,N/A
44,41,599.9999,3.3550,117.9898,3.9994,0.440900,N/A,N/A,N/A
44,42,599.9999,3.2408,114.9756,3.9989,0.441200,N/A,N/A,N/A
44,43,599.9999,3.2414,118.2820,3.9989,0.441200,N/A,N/A,N/A
44,44,600.0000,3.1981,117.6629,3.9101,0.440800,N/A,N/A,N/A
44,45,600.0000,3.2400,117.6629,3.9951,0.441200,N/A,N/A,N/A
44,46,600.0000,3.2600,118.6051,3.9378,0.440900,N/A,N/A,N/A
44,47,600.0000,3.3318,118.6051,3.8106,0.440300,N/A,N/A,N/A
44,48,600.0000,3.1647,116.0630,4.0000,0.441000,N/A,N/A,N/A
44,49,600.0000,3.4504,116.0630,3.9979,0.440800,N/A,N/A,N/A
44,50,600.0000,3.2423,115.9882,3.9995,0.441200,N/A,N/A,N/A
45,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
45,2,600.0000,3.2399,117.5610,3.9972,0.441200,N/A,N/A,N/A
45,3,600.0000,3.3534,117.5610,3.9972,0.440900,N/A,N/A,N/A
45,4,600.0000,3.2433,117.7232,3.9989,0.441200,N/A,N/A,N/A
45,5,600.0000,3.2400,116.5110,3.9110,0.440900,N/A,N/A,N/A
45,6,581.1699,3.2396,119.3839,3.9948,0.433000,N/A,N/A,N/A
45,7,600.0000,3.2396,117.9316,3.9948,0.441200,N/A,N/A,N/A
45,8,600.0000,3.2345,116.4353,3.9992,0.441200,N/A,N/A,N/A
45,9,600.0000,3.2345,113.6990,3.9992,0.441200,N/A,N/A,N/A
45,10,600.0000,3.2405,117.1617,3.9994,0.441200,N/A,N/A,N/A
45,11,593.7809,3.2405,121.2901,3.9994,0.438500,N/A,N/A,N/A
45,12,599.2751,3.2562,116.7086,3.8366,0.440300,N/A,N/A,N/A
45,13,599.2751,3.2562,116.7086,3.9991,0.440900,N/A,N/A,N/A
45,14,600.0000,3.2404,116.9910,3.9996,0.441200,N/A,N/A,N/A
45,15,600.0000,3.2404,115.0718,3.9996,0.441200,N/A,N/A,N/A
45,16,584.9991,3.2418,117.1351,4.0000,0.434700,N/A,N/A,N/A
45,17,600.0000,3.4823,117.1351,3.9290,0.440500,N/A,N/A,N/A
45,18,600.0000,3.1906,115.9744,4.0000,0.441100,N/A,N/A,N/A
45,19,599.9999,3.3190,119.4709,4.0000,0.441000,N/A,N/A,N/A
45,20,596.2453,3.2358,110.9219,3.9995,0.439600,N/A,N/A,N/A
45,21,599.9999,3.2358,118.9232,3.8929,0.440800,N/A,N/A,N/A
45,22,600.0000,3.2397,121.1677,3.8717,0.440700,N/A,N/A,N/A
45,23,600.0000,3.2397,116.7503,3.9996,0.441200,N/A,N/A,N/A
45,24,600.0000,3.2422,115.9771,3.9995,0.441200,N/A,N/A,N/A
45,25,600.0000,3.2422,115.9771,3.9995,0.441200,N/A,N/A,N/A
45,26,600.0000,2.9603,116.3494,4.0000,0.440100,N/A,N/A,N/A
45,27,599.9999,3.1655,116.3494,3.9908,0.441000,N/A,N/A,N/A
45,28,600.0000,3.1770,119.9328,3.9170,0.440800,N/A,N/A,N/A
45,29,600.0000,3.1770,119.9328,3.9170,0.440800,N/A,N/A,N/A
45,30,600.0000,3.2337,120.7815,3.9972,0.441100,N/A,N/A,N/A
45,31,599.8771,3.2337,120.6141,3.9972,0.441100,N/A,N/A,N/A
45,32,599.9999,2.9142,115.1526,3.9603,0.439600,N/A,N/A,N/A
45,33,599.9999,3.2348,119.2027,4.0000,0.441200,N/A,N/A,N/A
45,34,600.0000,3.2275,118.5028,3.8079,0.440500,N/A,N/A,N/A
45,35,599.9999,3.2275,117.8570,3.9995,0.441200,N/A,N/A,N/A
45,36,599.3853,3.2186,115.7950,3.9990,0.440900,N/A,N/A,N/A
45,37,600.0000,3.2186,115.7950,3.9990,0.441100,N/A,N/A,N/A
45,38,600.0000,3.0381,117.8137,3.5259,0.438900,N/A,N/A,N/A
45,39,600.0000,3.2387,121.1894,3.9944,0.441200,N/A,N/A,N/A
45,40,600.0000,3.2410,116.7237,3.9993,0.441200,N/A,N/A,N/A
45,41,600.0000,3.2410,116.7237,3.9993,0.441200,N/A,N/A,N/A
45,42,600.0000,3.2268,116.8824,3.9989,0.441200,N/A,N/A,N/A
45,43,599.9999,3.2408,114.9756,3.8978,0.440900,N/A,N/A,N/A
45,44,599.6352,3.2435,120.5979,3.9991,0.441000,N/A,N/A,N/A
45,45,600.0000,3.2414,118.2820,3.9989,0.441200,N/A,N/A,N/A
45,46,599.9999,3.2408,114.9756,3.9989,0.441200,N/A,N/A,N/A
45,47,600.0000,3.1144,118.9685,4.0000,0.440900,N/A,N/A,N/A
45,48,599.9999,3.3207,118.5291,3.9989,0.441000,N/A,N/A,N/A
45,49,599.9999,3.2887,116.4759,3.9989,0.441000,N/A,N/A,N/A
45,50,600.0000,3.2422,115.7883,3.9996,0.441200,N/A,N/A,N/A
46,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
46,2,600.0000,3.2306,119.3193,3.9983,0.441200,N/A,N/A,N/A
46,3,588.0594,3.2306,113.4815,3.9983,0.436000,N/A,N/A,N/A
46,4,600.0000,3.3186,120.3877,3.9917,0.440900,N/A,N/A,N/A
46,5,600.0000,3.0699,120.3877,3.9917,0.440700,N/A,N/A,N/A
46,6,600.0000,3.2720,116.7677,3.9986,0.440900,N/A,N/A,N/A
46,7,599.7408,3.2720,115.4736,3.9986,0.441000,N/A,N/A,N/A
46,8,598.2777,3.5529,121.1204,3.9990,0.439700,N/A,N/A,N/A
46,9,599.8176,3.2661,118.5369,3.9990,0.441000,N/A,N/A,N/A
46,10,600.0000,3.2166,118.3207,3.9580,0.441000,N/A,N/A,N/A
46,11,584.5265,3.1750,118.3207,3.9580,0.434300,N/A,N/A,N/A
46,12,591.3713,2.9995,116.3387,3.9989,0.436800,N/A,N/A,N/A
46,13,600.0000,3.3258,116.3387,3.9989,0.441000,N/A,N/A,N/A
46,14,600.0000,3.2797,119.8593,3.9967,0.441000,N/A,N/A,N/A
46,15,600.0000,3.2797,120.5023,3.9967,0.441000,N/A,N/A,N/A
46,16,600.0000,3.2368,120.1960,3.9972,0.441100,N/A,N/A,N/A
46,17,600.0000,3.2368,120.1960,4.0000,0.441100,N/A,N/A,N/A
46,18,600.0000,3.2366,117.8949,3.9968,0.441100,N/A,N/A,N/A
46,19,600.0000,3.2366,117.4442,3.9968,0.441100,N/A,N/A,N/A
46,20,599.9999,3.4818,119.5775,3.6367,0.439400,N/A,N/A,N/A
46,21,584.6278,3.3668,116.8130,4.0000,0.434400,N/A,N/A,N/A
46,22,600.0000,3.3131,119.1447,3.9972,0.441000,N/A,N/A,N/A
46,23,600.0000,3.6131,120.1960,3.8399,0.439700,N/A,N/A,N/A
46,24,600.0000,3.4731,116.6577,3.9993,0.440800,N/A,N/A,N/A
46,25,600.0000,3.2339,115.4304,3.9993,0.441200,N/A,N/A,N/A
46,26,600.0000,3.3694,116.7370,3.9995,0.441000,N/A,N/A,N/A
46,27,600.0000,3.2404,117.3805,3.9995,0.441200,N/A,N/A,N/A
46,28,597.8589,3.2400,120.0042,3.9942,0.440300,N/A,N/A,N/A
46,29,600.0000,3.2400,117.7815,3.9942,0.441200,N/A,N/A,N/A
46,30,600.0000,3.2413,116.4840,3.9995,0.441200,N/A,N/A,N/A
46,31,600.0000,3.1348,116.4840,3.9995,0.441000,N/A,N/A,N/A
46,32,598.6149,3.2815,117.8682,3.9992,0.440600,N/A,N/A,N/A
46,33,600.0000,3.2815,117.1587,3.9992,0.441000,N/A,N/A,N/A
46,34,600.0000,2.8160,115.4764,4.0000,0.438800,N/A,N/A,N/A
46,35,600.0000,3.2415,115.4764,3.9992,0.441200,N/A,N/A,N/A
46,36,600.0000,3.3526,117.7232,3.9989,0.440900,N/A,N/A,N/A
46,37,600.0000,3.2871,117.7232,3.9989,0.441000,N/A,N/A,N/A
46,38,600.0000,3.2409,116.8600,3.9972,0.441200,N/A,N/A,N/A
46,39,600.0000,3.4513,116.8600,3.9972,0.440800,N/A,N/A,N/A
46,40,600.0000,3.2343,119.9921,3.9986,0.441100,N/A,N/A,N/A
46,41,600.0000,3.2343,119.9921,3.9986,0.441100,N/A,N/A,N/A
46,42,599.5381,3.2392,118.9568,3.9042,0.440700,N/A,N/A,N/A
46,43,595.3256,3.2392,118.2885,3.7325,0.438300,N/A,N/A,N/A
46,44,600.0000,3.2398,118.0825,3.9967,0.441200,N/A,N/A,N/A
46,45,600.0000,3.2398,118.0825,3.9967,0.441200,N/A,N/A,N/A
46,46,600.0000,3.2327,118.7215,3.9942,0.441100,N/A,N/A,N/A
46,47,586.1557,3.2327,118.7215,3.9942,0.435200,N/A,N/A,N/A
46,48,600.0000,3.3737,115.1603,3.9950,0.440900,N/A,N/A,N/A
46,49,600.0000,3.2000,113.6841,3.9950,0.441100,N/A,N/A,N/A
46,50,600.0000,3.2377,114.3373,3.9990,0.441200,N/A,N/A,N/A
47,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
47,2,600.0000,3.2406,115.4539,3.9979,0.441200,N/A,N/A,N/A
47,3,600.0000,3.2406,116.7794,3.7143,0.440200,N/A,N/A,N/A
47,4,577.9899,3.2353,117.3996,3.9963,0.431600,N/A,N/A,N/A
47,5,600.0000,3.2353,118.5504,3.9963,0.441100,N/A,N/A,N/A
47,6,589.8667,3.4501,117.7815,3.9942,0.436500,N/A,N/A,N/A
47,7,599.7408,3.2720,115.4736,3.9986,0.441000,N/A,N/A,N/A
47,8,600.0000,3.2399,116.7717,3.9958,0.441200,N/A,N/A,N/A
47,9,600.0000,3.2399,116.7717,3.9958,0.441200,N/A,N/A,N/A
47,10,600.0000,3.2333,117.0759,3.9967,0.441200,N/A,N/A,N/A
47,11,600.0000,3.2333,116.8014,3.9967,0.441200,N/A,N/A,N/A
47,12,600.0000,3.2355,120.0941,3.9993,0.441100,N/A,N/A,N/A
47,13,600.0000,3.0517,120.0941,3.9993,0.440600,N/A,N/A,N/A
47,14,600.0000,3.2306,119.3193,3.9983,0.441200,N/A,N/A,N/A
47,15,597.8616,3.2398,118.0825,3.9967,0.440300,N/A,N/A,N/A
47,16,600.0000,3.2402,117.5810,3.7913,0.440500,N/A,N/A,N/A
47,17,599.5036,3.2402,117.5810,3.9968,0.441000,N/A,N/A,N/A
47,18,600.0000,3.1048,118.0825,3.9967,0.440900,N/A,N/A,N/A
47,19,600.0000,3.2968,117.3474,3.9889,0.441000,N/A,N/A,N/A
47,20,600.0000,3.3550,117.8132,3.9983,0.440900,N/A,N/A,N/A
47,21,600.0000,3.0743,117.8132,3.9983,0.440800,N/A,N/A,N/A
47,22,597.7195,3.2614,116.8214,3.9261,0.440000,N/A,N/A,N/A
47,23,572.3146,3.2614,116.8214,3.9994,0.429000,N/A,N/A,N/A
47,24,600.0000,3.2378,116.9616,3.6669,0.440000,N/A,N/A,N/A
47,25,600.0000,3.2378,116.9616,3.9940,0.441100,N/A,N/A,N/A
47,26,600.0000,3.3304,116.4417,3.9970,0.441000,N/A,N/A,N/A
47,27,600.0000,3.3304,121.9341,3.9023,0.440600,N/A,N/A,N/A
47,28,597.2798,3.0766,117.7524,4.0000,0.439600,N/A,N/A,N/A
47,29,600.0000,3.4577,117.7524,3.9966,0.440800,N/A,N/A,N/A
47,30,600.0000,3.2414,119.5949,3.9993,0.441200,N/A,N/A,N/A
47,31,600.0000,3.2414,121.7703,3.9993,0.441200,N/A,N/A,N/A
47,32,600.0000,3.2383,117.6129,3.9955,0.441200,N/A,N/A,N/A
47,33,600.0000,3.2383,117.6129,3.9955,0.441200,N/A,N/A,N/A
47,34,600.0000,3.2409,116.8600,3.9972,0.441200,N/A,N/A,N/A
47,35,599.8176,3.2661,118.5369,4.0000,0.441000,N/A,N/A,N/A
47,36,600.0000,3.2347,119.4588,3.9957,0.441100,N/A,N/A,N/A
47,37,600.0000,3.2347,119.4588,3.9957,0.441100,N/A,N/A,N/A
47,38,600.0000,3.2378,116.9616,4.0000,0.441200,N/A,N/A,N/A
47,39,594.3035,3.3353,109.7623,3.9940,0.438700,N/A,N/A,N/A
47,40,599.9088,3.2514,119.3665,3.9995,0.441100,N/A,N/A,N/A
47,41,599.9088,2.9899,117.3086,3.9995,0.440300,N/A,N/A,N/A
47,42,600.0000,3.2636,117.7524,3.9966,0.441100,N/A,N/A,N/A
47,43,600.0000,3.2636,117.7524,3.9966,0.441100,N/A,N/A,N/A
47,44,600.0000,3.2337,119.7577,3.9992,0.441100,N/A,N/A,N/A
47,45,600.0000,3.2337,119.1033,3.9992,0.441200,N/A,N/A,N/A
47,46,600.0000,3.2370,119.0373,3.9976,0.441100,N/A,N/A,N/A
47,47,596.3133,3.2370,119.0373,3.9976,0.439600,N/A,N/A,N/A
47,48,600.0000,3.3035,115.5371,3.9992,0.441000,N/A,N/A,N/A
47,49,600.0000,3.3035,115.5371,3.9992,0.441000,N/A,N/A,N/A
47,50,600.0000,3.0490,116.5017,3.9967,0.440600,N/A,N/A,N/A
48,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
48,2,600.0000,3.3536,118.5358,3.9974,0.440900,N/A,N/A,N/A
48,3,600.0000,3.2471,120.5160,3.8281,0.440600,N/A,N/A,N/A
48,4,600.0000,3.0384,117.5199,4.0000,0.440600,N/A,N/A,N/A
48,5,600.0000,3.4350,117.5199,3.9934,0.440800,N/A,N/A,N/A
48,6,600.0000,3.2373,117.9816,4.0000,0.441200,N/A,N/A,N/A
48,7,600.0000,3.3923,117.9816,3.9982,0.440900,N/A,N/A,N/A
48,8,600.0000,3.2517,117.2620,3.9962,0.441200,N/A,N/A,N/A
48,9,600.0000,3.2517,117.2620,3.9962,0.441200,N/A,N/A,N/A
48,10,600.0000,3.2356,118.1937,3.9928,0.441100,N/A,N/A,N/A
48,11,592.0599,3.2356,118.1937,3.9928,0.437800,N/A,N/A,N/A
48,12,600.0000,3.1716,117.8477,3.9961,0.441000,N/A,N/A,N/A
48,13,600.0000,3.1716,118.8117,3.8866,0.440700,N/A,N/A,N/A
48,14,600.0000,3.2372,118.6774,3.8141,0.440500,N/A,N/A,N/A
48,15,600.0000,3.2372,118.8774,3.9985,0.441100,N/A,N/A,N/A
48,16,600.0000,3.4868,119.3820,3.9976,0.440700,N/A,N/A,N/A
48,17,600.0000,3.2406,118.1833,4.0000,0.441200,N/A,N/A,N/A
48,18,600.0000,3.3554,116.1544,3.9975,0.440900,N/A,N/A,N/A
48,19,600.0000,3.2717,116.1544,3.9975,0.440900,N/A,N/A,N/A
48,20,600.0000,3.2686,121.4169,3.9992,0.441000,N/A,N/A,N/A
48,21,600.0000,3.2686,117.3202,3.9331,0.440900,N/A,N/A,N/A
48,22,600.0000,3.2399,116.7717,3.9958,0.441200,N/A,N/A,N/A
48,23,600.0000,3.2409,123.8277,4.0000,0.441100,N/A,N/A,N/A
48,24,600.0000,3.1170,117.8156,3.9993,0.440900,N/A,N/A,N/A
48,25,600.0000,3.2695,117.8156,3.9993,0.441100,N/A,N/A,N/A
48,26,600.0000,3.1767,117.4801,3.9922,0.441100,N/A,N/A,N/A
48,27,600.0000,3.5724,118.9216,3.9922,0.440400,N/A,N/A,N/A
48,28,600.0000,3.2340,118.2673,3.9962,0.441100,N/A,N/A,N/A
48,29,600.0000,3.2340,118.2673,3.9962,0.441100,N/A,N/A,N/A
48,30,600.0000,3.2707,116.2494,3.9996,0.441100,N/A,N/A,N/A
48,31,600.0000,3.2707,116.2494,3.9198,0.440800,N/A,N/A,N/A
48,32,600.0000,3.2358,117.3444,3.9961,0.441100,N/A,N/A,N/A
48,33,600.0000,3.2358,119.8371,3.9961,0.441100,N/A,N/A,N/A
48,34,600.0000,3.2357,118.3596,3.9996,0.441200,N/A,N/A,N/A
48,35,594.8187,3.2357,118.3596,3.9046,0.438700,N/A,N/A,N/A
48,36,600.0000,3.5118,117.6826,3.9960,0.440600,N/A,N/A,N/A
48,37,600.0000,3.2509,117.6826,3.9960,0.441200,N/A,N/A,N/A
48,38,600.0000,3.2507,123.0404,3.9983,0.441100,N/A,N/A,N/A
48,39,600.0000,3.2507,117.3570,3.9983,0.441200,N/A,N/A,N/A
48,40,600.0000,3.3812,116.9616,3.6336,0.439700,N/A,N/A,N/A
48,41,600.0000,3.2399,116.7717,3.9958,0.441200,N/A,N/A,N/A
48,42,598.6399,3.1557,118.6056,3.9978,0.440400,N/A,N/A,N/A
48,43,598.6399,3.1557,118.6056,3.9978,0.440400,N/A,N/A,N/A
48,44,600.0000,3.3597,116.9616,3.9940,0.441000,N/A,N/A,N/A
48,45,600.0000,3.3120,117.0759,3.9967,0.441000,N/A,N/A,N/A
48,46,600.0000,3.2369,118.8535,3.9974,0.441100,N/A,N/A,N/A
48,47,600.0000,3.2369,118.8535,3.9974,0.441100,N/A,N/A,N/A
48,48,600.0000,3.6528,119.2480,3.9967,0.440000,N/A,N/A,N/A
48,49,600.0000,3.2359,119.2480,4.0000,0.441200,N/A,N/A,N/A
48,50,600.0000,3.2358,117.3444,3.9961,0.441100,N/A,N/A,N/A
49,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
49,2,600.0000,3.2373,118.2253,3.9981,0.441100,N/A,N/A,N/A
49,3,600.0000,3.2373,119.7899,3.9290,0.440900,N/A,N/A,N/A
49,4,600.0000,3.2607,116.8032,4.0000,0.441100,N/A,N/A,N/A
49,5,595.6287,3.2607,116.2041,4.0000,0.439300,N/A,N/A,N/A
49,6,600.0000,3.2458,115.2368,3.9960,0.441200,N/A,N/A,N/A
49,7,600.0000,2.8425,117.0168,3.9960,0.439000,N/A,N/A,N/A
49,8,600.0000,3.2367,118.8898,3.9908,0.441100,N/A,N/A,N/A
49,9,600.0000,3.0077,118.8898,3.9908,0.440400,N/A,N/A,N/A
49,10,600.0000,3.3113,116.9616,3.9940,0.441000,N/A,N/A,N/A
49,11,600.0000,3.2369,118.8535,3.9513,0.441000,N/A,N/A,N/A
49,12,600.0000,3.1195,116.4568,3.9981,0.440900,N/A,N/A,N/A
49,13,600.0000,3.1572,117.6630,3.9981,0.441000,N/A,N/A,N/A
49,14,600.0000,3.2433,118.3025,3.9991,0.441200,N/A,N/A,N/A
49,15,600.0000,3.2433,118.3025,3.9991,0.441200,N/A,N/A,N/A
49,16,600.0000,3.2137,117.4186,3.9952,0.441100,N/A,N/A,N/A
49,17,600.0000,3.1647,118.4908,3.9952,0.441000,N/A,N/A,N/A
49,18,592.1039,3.1378,118.1987,3.9993,0.437700,N/A,N/A,N/A
49,19,600.0000,3.1378,118.1987,3.9993,0.441000,N/A,N/A,N/A
49,20,594.9810,3.1537,119.5860,3.9889,0.438900,N/A,N/A,N/A
49,21,595.6284,3.2399,123.4877,4.0000,0.439300,N/A,N/A,N/A
49,22,600.0000,3.2454,117.2271,3.9959,0.441200,N/A,N/A,N/A
49,23,600.0000,3.2454,117.2271,3.9959,0.441200,N/A,N/A,N/A
49,24,600.0000,3.2297,119.9234,3.9961,0.441100,N/A,N/A,N/A
49,25,600.0000,3.2063,116.8519,3.9961,0.441100,N/A,N/A,N/A
49,26,587.0365,3.2358,110.4550,3.7695,0.434800,N/A,N/A,N/A
49,27,600.0000,3.2358,121.9946,3.9961,0.441100,N/A,N/A,N/A
49,28,600.0000,3.2363,118.6066,3.9985,0.441100,N/A,N/A,N/A
49,29,600.0000,3.2363,119.2436,4.0000,0.441100,N/A,N/A,N/A
49,30,600.0000,3.2443,118.0577,3.9968,0.441200,N/A,N/A,N/A
49,31,600.0000,3.2443,118.0577,3.8718,0.440700,N/A,N/A,N/A
49,32,600.0000,3.2526,118.0876,3.9994,0.441200,N/A,N/A,N/A
49,33,600.0000,3.2526,113.7361,3.9994,0.441200,N/A,N/A,N/A
49,34,600.0000,3.2691,118.8774,3.9985,0.441100,N/A,N/A,N/A
49,35,600.0000,3.2369,120.5425,3.9974,0.441100,N/A,N/A,N/A
49,36,600.0000,3.2376,117.4679,3.9944,0.441100,N/A,N/A,N/A
49,37,600.0000,3.3947,118.7838,3.9423,0.440700,N/A,N/A,N/A
49,38,600.0000,3.4030,117.3570,3.9983,0.440900,N/A,N/A,N/A
49,39,600.0000,3.2507,110.5605,3.9983,0.441200,N/A,N/A,N/A
49,40,590.6253,3.0764,118.2767,3.9962,0.436800,N/A,N/A,N/A
49,41,600.0000,3.2357,118.2767,3.9962,0.441100,N/A,N/A,N/A
49,42,600.0000,3.2438,124.1863,4.0000,0.441100,N/A,N/A,N/A
49,43,600.0000,3.2438,118.1052,3.9978,0.441200,N/A,N/A,N/A
49,44,600.0000,3.2523,120.3325,3.9996,0.441200,N/A,N/A,N/A
49,45,591.6287,3.2523,120.3325,3.9996,0.437600,N/A,N/A,N/A
49,46,600.0000,3.2364,119.0508,3.9987,0.441100,N/A,N/A,N/A
49,47,600.0000,3.2364,119.0508,3.9493,0.441000,N/A,N/A,N/A
49,48,595.9012,3.2393,119.0465,3.9944,0.439400,N/A,N/A,N/A
49,49,600.0000,3.2393,118.8846,3.9944,0.441200,N/A,N/A,N/A
49,50,600.0000,3.1716,116.9537,3.8866,0.440700,N/A,N/A,N/A
50,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
50,2,599.6684,3.2492,116.6622,3.9977,0.441100,N/A,N/A,N/A
50,3,600.0000,3.2492,116.6622,3.9977,0.441200,N/A,N/A,N/A
50,4,600.0000,3.4487,117.1352,3.9957,0.440800,N/A,N/A,N/A
50,5,600.0000,3.2100,117.1352,3.8536,0.440700,N/A,N/A,N/A
50,6,600.0000,3.2565,118.5678,4.0000,0.441100,N/A,N/A,N/A
50,7,595.0552,3.2565,118.5678,3.9998,0.439100,N/A,N/A,N/A
50,8,593.2992,3.1817,117.2575,3.9971,0.438300,N/A,N/A,N/A
50,9,600.0000,3.1817,117.2575,3.9971,0.441100,N/A,N/A,N/A
50,10,600.0000,3.4463,116.3208,3.9352,0.440600,N/A,N/A,N/A
50,11,600.0000,3.2567,118.4676,3.9062,0.440800,N/A,N/A,N/A
50,12,600.0000,3.1712,119.3175,3.9994,0.441000,N/A,N/A,N/A
50,13,600.0000,3.2209,119.3175,3.9912,0.441100,N/A,N/A,N/A
50,14,600.0000,3.2332,119.4066,4.0000,0.441200,N/A,N/A,N/A
50,15,600.0000,3.2332,119.1440,4.0000,0.441200,N/A,N/A,N/A
50,16,600.0000,3.4155,118.3025,3.9991,0.440900,N/A,N/A,N/A
50,17,600.0000,3.2358,121.9946,3.9961,0.441100,N/A,N/A,N/A
50,18,600.0000,3.3085,117.1393,3.9984,0.441000,N/A,N/A,N/A
50,19,600.0000,3.2448,117.1393,3.9984,0.441200,N/A,N/A,N/A
50,20,600.0000,3.2418,120.5689,3.9924,0.441100,N/A,N/A,N/A
50,21,600.0000,3.2418,117.4114,3.8720,0.440800,N/A,N/A,N/A
50,22,600.0000,3.3218,117.9168,3.9972,0.441000,N/A,N/A,N/A
50,23,586.0348,3.2409,117.9168,3.9972,0.435200,N/A,N/A,N/A
50,24,600.0000,3.3563,120.7791,3.9398,0.440700,N/A,N/A,N/A
50,25,591.6932,3.2488,118.2343,3.9978,0.437600,N/A,N/A,N/A
50,26,600.0000,3.2253,118.9805,4.0000,0.441200,N/A,N/A,N/A
50,27,595.7346,3.2753,118.9805,3.9963,0.439400,N/A,N/A,N/A
50,28,596.6192,3.2371,119.0963,3.9937,0.439700,N/A,N/A,N/A
50,29,600.0000,3.2371,114.4208,3.9937,0.441100,N/A,N/A,N/A
50,30,600.0000,3.3234,115.4816,3.9977,0.441000,N/A,N/A,N/A
50,31,600.0000,3.0635,113.9203,3.9977,0.440700,N/A,N/A,N/A
50,32,600.0000,3.2406,118.9442,3.9940,0.441200,N/A,N/A,N/A
50,33,600.0000,3.5653,118.9442,3.9940,0.440400,N/A,N/A,N/A
50,34,600.0000,3.2411,117.2402,3.8811,0.440800,N/A,N/A,N/A
50,35,600.0000,3.2411,117.2402,3.9980,0.441200,N/A,N/A,N/A
50,36,600.0000,3.0112,112.5243,3.9972,0.440400,N/A,N/A,N/A
50,37,600.0000,2.9959,115.4612,3.9972,0.440400,N/A,N/A,N/A
50,38,600.0000,3.2442,116.0064,4.0000,0.441200,N/A,N/A,N/A
50,39,600.0000,3.2442,115.0382,3.6463,0.440000,N/A,N/A,N/A
50,40,600.0000,3.2442,116.0064,3.5216,0.439500,N/A,N/A,N/A
50,41,600.0000,3.2442,116.0064,4.0000,0.441200,N/A,N/A,N/A
50,42,600.0000,3.2520,117.5529,3.9996,0.441200,N/A,N/A,N/A
50,43,600.0000,3.2520,117.5529,3.9996,0.441200,N/A,N/A,N/A
50,44,600.0000,3.2047,118.2698,3.9182,0.440900,N/A,N/A,N/A
50,45,600.0000,3.2047,118.2698,3.9148,0.440900,N/A,N/A,N/A
50,46,600.0000,3.2415,117.3149,3.9952,0.441200,N/A,N/A,N/A
50,47,600.0000,3.2415,117.3475,3.9952,0.441200,N/A,N/A,N/A
50,48,600.0000,3.2524,119.2101,3.9995,0.441200,N/A,N/A,N/A
50,49,600.0000,3.2524,118.8383,3.9995,0.441200,N/A,N/A,N/A
50,50,600.0000,3.2363,119.2436,4.0000,0.441100,N/A,N/A,N/A
51,1,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
51,2,600.0000,3.3303,118.2007,3.9985,0.441000,N/A,N/A,N/A
51,3,600.0000,3.2075,118.2007,3.9985,0.441100,N/A,N/A,N/A
51,4,600.0000,3.2418,117.4114,3.7832,0.440500,N/A,N/A,N/A
51,5,600.0000,2.9244,122.4768,3.9995,0.439800,N/A,N/A,N/A
51,6,600.0000,3.2417,118.9582,3.9938,0.441200,N/A,N/A,N/A
51,7,600.0000,3.2417,118.9582,3.9938,0.441200,N/A,N/A,N/A
51,8,600.0000,3.2802,118.8764,3.9990,0.441000,N/A,N/A,N/A
51,9,600.0000,3.2802,117.3461,3.9990,0.441000,N/A,N/A,N/A
51,10,591.1291,3.2352,116.7824,3.9968,0.437400,N/A,N/A,N/A
51,11,600.0000,3.2352,116.7824,3.9968,0.441200,N/A,N/A,N/A
51,12,600.0000,3.2387,117.7065,4.0000,0.441200,N/A,N/A,N/A
51,13,600.0000,3.2387,117.7065,4.0000,0.441200,N/A,N/A,N/A
51,14,579.6409,3.1264,114.9196,4.0000,0.432300,N/A,N/A,N/A
51,15,600.0000,3.1749,114.9196,3.9962,0.441100,N/A,N/A,N/A
51,16,600.0000,3.2424,117.4753,4.0000,0.441200,N/A,N/A,N/A
51,17,600.0000,3.2424,117.4753,3.9970,0.441200,N/A,N/A,N/A
51,18,600.0000,3.2410,114.9658,3.9944,0.441200,N/A,N/A,N/A
51,19,600.0000,3.4892,117.7962,3.9944,0.440700,N/A,N/A,N/A
51,20,600.0000,3.2379,120.8604,3.9889,0.441100,N/A,N/A,N/A
51,21,600.0000,3.2379,119.5860,3.9889,0.441200,N/A,N/A,N/A
51,22,593.3773,3.2332,119.2753,4.0000,0.438300,N/A,N/A,N/A
51,23,600.0000,3.0407,119.2753,4.0000,0.440600,N/A,N/A,N/A
51,24,600.0000,3.1277,114.2654,3.9986,0.440900,N/A,N/A,N/A
51,25,600.0000,3.1277,112.8253,3.9986,0.440900,N/A,N/A,N/A
51,26,600.0000,3.2386,118.9309,4.0000,0.441200,N/A,N/A,N/A
51,27,600.0000,3.2386,118.2667,3.9998,0.441200,N/A,N/A,N/A
51,28,600.0000,3.2750,117.2271,3.9968,0.441100,N/A,N/A,N/A
