Generation,Individual,theta_5_c,pr_scbc,theta_w_c,pr_orc,Fitness,ThermalEfficiency,ExergyEfficiency,Cost
25,49,599.9918,3.2489,120.5089,3.9987,0.525680,0.441200,0.652400,N/A
25,50,599.9767,3.4380,115.8065,3.9984,0.525240,0.440800,0.651900,N/A
26,1,599.9798,3.2508,121.5137,4.0000,0.525680,0.441200,0.652400,N/A
26,2,599.9899,3.2478,121.0878,3.9988,0.525680,0.441200,0.652400,N/A
26,3,599.9899,3.2478,121.0878,3.9988,0.525680,0.441200,0.652400,N/A
26,4,599.9671,3.4729,121.1521,3.9992,0.525140,0.440700,0.651800,N/A
26,5,588.3101,2.9928,120.7481,3.9992,0.520580,0.435500,0.648200,N/A
26,6,599.9963,3.2466,120.8760,3.9997,0.525620,0.441100,0.652400,N/A
26,7,600.0000,3.5557,120.8760,3.9997,0.524860,0.440500,0.651400,N/A
26,8,599.3765,3.2466,121.9546,3.9992,0.525420,0.440900,0.652200,N/A
26,9,599.9893,3.2466,119.7035,3.9185,0.525340,0.440900,0.652000,N/A
26,10,599.9802,3.2974,122.5005,3.9418,0.525200,0.440800,0.651800,N/A
26,11,600.0000,3.2974,120.9542,3.9988,0.525440,0.441000,0.652100,N/A
26,12,600.0000,3.2449,119.7216,3.9992,0.525680,0.441200,0.652400,N/A
26,13,599.9856,3.2449,119.0317,4.0000,0.525680,0.441200,0.652400,N/A
26,14,599.9909,3.2408,123.7242,3.9992,0.525620,0.441100,0.652400,N/A
26,15,599.9909,3.2408,123.7242,4.0000,0.525620,0.441100,0.652400,N/A
26,16,599.9959,3.2383,120.5367,3.9986,0.525680,0.441200,0.652400,N/A
26,17,599.9959,3.2383,124.1341,3.9986,0.525620,0.441100,0.652400,N/A
26,18,600.0000,3.2380,122.9963,3.9990,0.525680,0.441200,0.652400,N/A
26,19,600.0000,3.2139,121.8342,3.9990,0.525580,0.441100,0.652300,N/A
26,20,599.9895,3.3169,119.8455,3.9693,0.525340,0.440900,0.652000,N/A
26,21,600.0000,3.2926,118.2562,3.9986,0.525440,0.441000,0.652100,N/A
26,22,599.9843,3.2647,113.5937,4.0000,0.525580,0.441100,0.652300,N/A
26,23,599.9843,3.0918,122.2517,3.9992,0.525200,0.440800,0.651800,N/A
26,24,599.9811,3.2481,118.5570,3.9395,0.525480,0.441000,0.652200,N/A
26,25,587.7827,3.2481,122.8240,3.9990,0.521140,0.435900,0.649000,N/A
26,26,600.0000,3.2464,120.9798,3.9985,0.525620,0.441100,0.652400,N/A
26,27,600.0000,3.2464,120.9798,3.9985,0.525620,0.441100,0.652400,N/A
26,28,600.0000,3.1996,117.1702,3.9995,0.525580,0.441100,0.652300,N/A
26,29,599.9745,3.1996,121.8701,3.9995,0.525580,0.441100,0.652300,N/A
26,30,599.9745,3.2485,122.5556,4.0000,0.525680,0.441200,0.652400,N/A
26,31,599.9745,3.6984,122.5556,3.9987,0.524040,0.439800,0.650400,N/A
26,32,600.0000,3.2167,120.1972,3.8684,0.525100,0.440700,0.651700,N/A
26,33,599.9902,3.3320,121.0345,3.9974,0.525440,0.441000,0.652100,N/A
26,34,599.9827,3.2470,122.6994,4.0000,0.525580,0.441100,0.652300,N/A
26,35,599.9827,3.2470,122.6994,3.9997,0.525580,0.441100,0.652300,N/A
26,36,599.9906,3.2487,117.6737,3.9994,0.525680,0.441200,0.652400,N/A
26,37,600.0000,3.2487,117.6737,3.8257,0.525000,0.440600,0.651600,N/A
26,38,599.9959,3.0094,121.5544,3.6666,0.523420,0.439300,0.649600,N/A
26,39,599.9959,3.2944,126.2534,3.9986,0.525340,0.440900,0.652000,N/A
26,40,599.9811,3.2487,121.8063,3.9990,0.525680,0.441200,0.652400,N/A
26,41,599.9811,3.1054,126.0701,3.9990,0.525200,0.440800,0.651800,N/A
26,42,599.9754,3.2271,121.4669,3.6159,0.524040,0.439800,0.650400,N/A
26,43,599.9754,3.3618,121.4669,3.5590,0.523560,0.439400,0.649800,N/A
26,44,583.9874,3.2475,123.6866,3.9976,0.519680,0.434200,0.647900,N/A
26,45,600.0000,3.2715,119.7306,3.9976,0.525340,0.440900,0.652000,N/A
26,46,599.9924,3.2487,119.1302,3.9992,0.525680,0.441200,0.652400,N/A
26,47,600.0000,3.2487,119.1302,3.9992,0.525680,0.441200,0.652400,N/A
26,48,599.9845,3.2844,120.4554,3.9990,0.525440,0.441000,0.652100,N/A
26,49,600.0000,3.4893,120.4554,3.9990,0.525100,0.440700,0.651700,N/A
26,50,599.9965,3.2489,120.1051,3.9999,0.525680,0.441200,0.652400,N/A
27,1,599.9798,3.2508,121.5137,4.0000,0.525680,0.441200,0.652400,N/A
27,2,600.0000,3.2435,119.1052,3.9990,0.525680,0.441200,0.652400,N/A
27,3,599.9932,3.2435,119.1052,3.9990,0.525680,0.441200,0.652400,N/A
27,4,599.9811,3.1770,123.9382,3.9990,0.525480,0.441000,0.652200,N/A
27,5,599.9811,3.1770,123.9382,3.9990,0.525480,0.441000,0.652200,N/A
27,6,599.9929,3.0363,120.8123,3.9987,0.524860,0.440500,0.651400,N/A
27,7,599.9929,3.4593,120.8123,3.9987,0.525200,0.440800,0.651800,N/A
27,8,599.9873,3.3462,120.0632,3.9991,0.525380,0.440900,0.652100,N/A
27,9,599.9873,3.2461,121.4453,3.8725,0.525100,0.440700,0.651700,N/A
27,10,599.9961,3.2425,120.7064,3.9992,0.525680,0.441200,0.652400,N/A
27,11,599.9961,2.9965,120.7064,4.0000,0.524620,0.440300,0.651100,N/A
27,12,599.9819,3.2478,122.2529,3.9993,0.525680,0.441200,0.652400,N/A
27,13,599.9819,3.2478,122.2529,3.9993,0.525680,0.441200,0.652400,N/A
27,14,599.9899,3.2478,121.0878,3.9988,0.525680,0.441200,0.652400,N/A
27,15,586.8451,3.2487,119.1302,3.9992,0.520820,0.435500,0.648800,N/A
27,16,599.9954,3.2394,123.3603,3.9995,0.525620,0.441100,0.652400,N/A
27,17,600.0000,3.2394,124.4919,3.8732,0.525100,0.440700,0.651700,N/A
27,18,599.9909,3.4344,123.7242,4.0000,0.525240,0.440800,0.651900,N/A
27,19,599.9909,3.5203,128.6201,4.0000,0.524900,0.440500,0.651500,N/A
27,20,599.9906,3.2706,120.0313,3.9988,0.525480,0.441000,0.652200,N/A
27,21,599.9906,3.2706,120.0313,3.8480,0.524900,0.440500,0.651500,N/A
27,22,599.9979,3.2654,119.3965,3.9986,0.525580,0.441100,0.652300,N/A
27,23,599.9979,3.2654,119.3965,3.9986,0.525580,0.441100,0.652300,N/A
27,24,586.5805,3.3589,123.1808,3.9996,0.520580,0.435300,0.648500,N/A
27,25,599.9763,3.3589,120.0919,3.9996,0.525440,0.441000,0.652100,N/A
27,26,600.0000,3.3679,120.9819,3.9993,0.525380,0.440900,0.652100,N/A
27,27,600.0000,3.2472,120.9819,3.9993,0.525680,0.441200,0.652400,N/A
27,28,599.9873,3.2485,121.4122,3.9992,0.525680,0.441200,0.652400,N/A
27,29,599.9873,3.2485,125.1261,3.9992,0.525620,0.441100,0.652400,N/A
27,30,599.9942,3.0660,119.8335,3.9989,0.525100,0.440700,0.651700,N/A
27,31,599.9942,3.2435,120.0546,3.9989,0.525680,0.441200,0.652400,N/A
27,32,599.9962,3.2242,118.1502,3.9994,0.525620,0.441100,0.652400,N/A
27,33,599.9962,3.2242,118.1502,3.9491,0.525440,0.441000,0.652100,N/A
27,34,599.9950,3.2429,122.0421,4.0000,0.525620,0.441100,0.652400,N/A
27,35,599.9950,3.2429,122.0421,3.9989,0.525620,0.441100,0.652400,N/A
27,36,599.9951,3.2885,124.0407,3.8474,0.524760,0.440400,0.651300,N/A
27,37,584.6865,3.2885,120.3781,3.9983,0.519940,0.434500,0.648100,N/A
27,38,599.9899,3.2479,120.6177,3.9996,0.525680,0.441200,0.652400,N/A
27,39,599.9899,3.2479,119.0341,3.5622,0.523900,0.439700,0.650200,N/A
27,40,599.4833,3.2478,121.0878,4.0000,0.525420,0.440900,0.652200,N/A
27,41,599.9899,3.2478,121.0878,3.9988,0.525680,0.441200,0.652400,N/A
27,42,599.9979,3.2423,122.5569,3.9986,0.525620,0.441100,0.652400,N/A
27,43,599.9979,3.2423,122.5558,3.9365,0.525380,0.440900,0.652100,N/A
27,44,599.9962,3.2468,119.4259,3.9992,0.525620,0.441100,0.652400,N/A
27,45,599.9962,3.2468,114.2635,3.9992,0.525680,0.441200,0.652400,N/A
27,46,600.0000,3.1529,117.6737,3.9994,0.525480,0.441000,0.652200,N/A
27,47,600.0000,3.2380,118.9494,3.9990,0.525680,0.441200,0.652400,N/A
27,48,596.0923,3.4580,125.0375,3.9994,0.523640,0.439000,0.650600,N/A
27,49,599.9983,3.2435,121.5507,4.0000,0.525680,0.441200,0.652400,N/A
27,50,599.9950,3.2463,121.2024,3.9990,0.525620,0.441100,0.652400,N/A
28,1,599.9798,3.2508,121.5137,4.0000,0.525680,0.441200,0.652400,N/A
28,2,599.9931,3.1742,117.4406,3.9994,0.525480,0.441000,0.652200,N/A
28,3,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
28,4,596.7356,3.2471,121.1451,3.9989,0.524480,0.439800,0.651500,N/A
28,5,599.9925,3.0065,121.1451,3.8941,0.524280,0.440000,0.650700,N/A
28,6,599.9911,3.2457,121.7271,3.9990,0.525620,0.441100,0.652400,N/A
28,7,599.9911,3.2457,121.7271,3.9990,0.525620,0.441100,0.652400,N/A
28,8,599.9981,3.2311,118.5498,3.9992,0.525680,0.441200,0.652400,N/A
28,9,599.9981,3.2311,118.5498,3.9992,0.525680,0.441200,0.652400,N/A
28,10,599.9902,3.5815,122.1156,3.6214,0.523120,0.439000,0.649300,N/A
28,11,599.9902,3.2460,121.2361,3.9991,0.525620,0.441100,0.652400,N/A
28,12,600.0000,3.4162,122.0377,3.9991,0.525340,0.440900,0.652000,N/A
28,13,599.9936,3.2433,121.0637,3.8316,0.525000,0.440600,0.651600,N/A
28,14,594.2539,3.2881,121.3763,3.9994,0.523540,0.438700,0.650800,N/A
28,15,599.9930,3.3325,120.6620,3.8318,0.524760,0.440400,0.651300,N/A
28,16,599.9961,3.2446,119.6414,3.9992,0.525680,0.441200,0.652400,N/A
28,17,599.9961,3.2446,120.0661,3.9798,0.525580,0.441100,0.652300,N/A
28,18,589.0832,3.2561,119.4112,3.9989,0.521660,0.436500,0.649400,N/A
28,19,599.9971,3.2561,119.4112,3.9989,0.525620,0.441100,0.652400,N/A
28,20,599.9859,3.2478,121.6703,3.9991,0.525680,0.441200,0.652400,N/A
28,21,600.0000,3.3657,125.3424,3.9991,0.525340,0.440900,0.652000,N/A
28,22,599.9950,3.2475,118.6168,4.0000,0.525680,0.441200,0.652400,N/A
28,23,599.9950,3.1286,121.0348,3.9990,0.525340,0.440900,0.652000,N/A
28,24,599.9983,3.2435,121.5507,4.0000,0.525680,0.441200,0.652400,N/A
28,25,599.9983,3.2435,118.5816,4.0000,0.525680,0.441200,0.652400,N/A
28,26,599.9895,3.2212,121.6673,3.9988,0.525580,0.441100,0.652300,N/A
28,27,600.0000,3.2212,121.6673,3.7178,0.524480,0.440200,0.650900,N/A
28,28,599.9920,3.2456,120.5107,3.9989,0.525620,0.441100,0.652400,N/A
28,29,599.9920,3.2456,120.5712,3.9989,0.525620,0.441100,0.652400,N/A
28,30,599.9952,3.0375,114.8578,3.9991,0.524960,0.440600,0.651500,N/A
28,31,599.9952,3.2237,117.0485,3.8323,0.524960,0.440600,0.651500,N/A
28,32,599.9991,3.2435,120.3279,3.9995,0.525680,0.441200,0.652400,N/A
28,33,599.9991,3.2435,123.4154,3.9995,0.525620,0.441100,0.652400,N/A
28,34,599.9798,3.2508,120.1338,4.0000,0.525680,0.441200,0.652400,N/A
28,35,592.6161,2.9688,122.0421,4.0000,0.521860,0.437100,0.649000,N/A
28,36,599.9965,3.2542,120.7193,3.9988,0.525620,0.441100,0.652400,N/A
28,37,599.9965,3.2542,120.7193,4.0000,0.525620,0.441100,0.652400,N/A
28,38,599.9859,3.2478,121.6703,3.9991,0.525680,0.441200,0.652400,N/A
28,39,600.0000,3.2478,121.6703,4.0000,0.525680,0.441200,0.652400,N/A
28,40,599.9809,3.3834,121.8833,3.9997,0.525340,0.440900,0.652000,N/A
28,41,599.9809,3.2493,125.1765,3.9997,0.525620,0.441100,0.652400,N/A
28,42,599.9950,3.2004,119.1457,3.9995,0.525580,0.441100,0.652300,N/A
28,43,599.9950,3.2004,119.1457,3.9995,0.525580,0.441100,0.652300,N/A
28,44,600.0000,3.2478,121.0878,4.0000,0.525680,0.441200,0.652400,N/A
28,45,599.9798,3.2508,121.5137,4.0000,0.525680,0.441200,0.652400,N/A
28,46,599.9886,3.2482,125.2929,3.7807,0.524760,0.440400,0.651300,N/A
28,47,599.9886,3.2482,120.2231,3.7807,0.524760,0.440400,0.651300,N/A
28,48,600.0000,3.2674,120.9819,3.9449,0.525340,0.440900,0.652000,N/A
28,49,600.0000,3.2242,118.1502,3.9994,0.525620,0.441100,0.652400,N/A
28,50,599.9901,3.2457,121.9018,4.0000,0.525620,0.441100,0.652400,N/A
29,1,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
29,2,599.9956,3.2467,121.4074,3.9995,0.525620,0.441100,0.652400,N/A
29,3,600.0000,3.2467,121.4074,3.9995,0.525620,0.441100,0.652400,N/A
29,4,599.9973,3.5949,119.6345,3.9990,0.524660,0.440300,0.651200,N/A
29,5,569.8040,3.2426,119.6345,3.9368,0.513920,0.427600,0.643400,N/A
29,6,599.9963,3.2494,120.1803,3.9996,0.525680,0.441200,0.652400,N/A
29,7,599.9963,3.1864,120.1803,3.9996,0.525580,0.441100,0.652300,N/A
29,8,599.9965,3.2476,119.2642,3.9997,0.525680,0.441200,0.652400,N/A
29,9,599.9965,3.1664,119.2642,3.9997,0.525480,0.441000,0.652200,N/A
29,10,599.9860,3.2475,123.4518,3.9994,0.525680,0.441200,0.652400,N/A
29,11,599.9860,3.3378,123.4518,4.0000,0.525380,0.440900,0.652100,N/A
29,12,599.9829,3.2135,120.9021,3.9995,0.525580,0.441100,0.652300,N/A
29,13,599.9829,3.2493,121.7920,3.9995,0.525680,0.441200,0.652400,N/A
29,14,599.9936,3.2433,121.7747,3.8316,0.524960,0.440600,0.651500,N/A
29,15,599.9961,3.2446,119.6414,3.9992,0.525680,0.441200,0.652400,N/A
29,16,597.1646,3.2493,121.5920,3.9995,0.524580,0.439900,0.651600,N/A
29,17,599.9829,3.2493,121.5920,3.9995,0.525680,0.441200,0.652400,N/A
29,18,599.9895,3.2476,119.5555,3.9992,0.525680,0.441200,0.652400,N/A
29,19,599.9895,3.2476,119.5555,3.9992,0.525680,0.441200,0.652400,N/A
29,20,599.9921,3.2456,121.6105,4.0000,0.525620,0.441100,0.652400,N/A
29,21,599.9921,3.2456,121.6105,3.9995,0.525620,0.441100,0.652400,N/A
29,22,600.0000,3.2384,120.7882,3.9990,0.525680,0.441200,0.652400,N/A
29,23,600.0000,3.4216,119.5303,4.0000,0.525340,0.440900,0.652000,N/A
29,24,599.9950,3.6416,120.0260,3.9997,0.524420,0.440100,0.650900,N/A
29,25,599.9950,3.2349,120.0260,4.0000,0.525620,0.441100,0.652400,N/A
29,26,599.9965,2.8171,119.2642,3.9997,0.522740,0.438700,0.648800,N/A
29,27,599.9965,3.2476,119.2642,3.9997,0.525680,0.441200,0.652400,N/A
29,28,599.9981,3.5415,115.7757,4.0000,0.524900,0.440500,0.651500,N/A
29,29,599.9798,3.2508,121.5137,4.0000,0.525680,0.441200,0.652400,N/A
29,30,599.9885,3.2470,122.4090,3.9994,0.525580,0.441100,0.652300,N/A
29,31,596.3309,3.2470,122.4090,3.9994,0.524320,0.439600,0.651400,N/A
29,32,582.0124,3.2435,120.3279,3.9995,0.519000,0.433400,0.647400,N/A
29,33,600.0000,3.2478,122.8234,4.0000,0.525680,0.441200,0.652400,N/A
29,34,600.0000,3.0390,120.0838,3.9480,0.524720,0.440400,0.651200,N/A
29,35,599.9966,3.2455,122.6177,4.0000,0.525620,0.441100,0.652400,N/A
29,36,599.9925,3.5293,122.5429,3.9993,0.524960,0.440600,0.651500,N/A
29,37,599.9925,3.2457,122.5429,3.9993,0.525620,0.441100,0.652400,N/A
29,38,599.9991,2.7791,118.3500,3.9993,0.522260,0.438300,0.648200,N/A
29,39,599.9991,3.2276,118.3500,3.9993,0.525680,0.441200,0.652400,N/A
29,40,599.9982,3.2931,119.4347,3.8412,0.524760,0.440400,0.651300,N/A
29,41,599.9982,3.2392,120.7297,3.9997,0.525680,0.441200,0.652400,N/A
29,42,600.0000,3.4150,121.1165,4.0000,0.525340,0.440900,0.652000,N/A
29,43,599.9881,3.4114,121.1165,4.0000,0.525340,0.440900,0.652000,N/A
29,44,600.0000,3.3868,121.6105,4.0000,0.525340,0.440900,0.652000,N/A
29,45,599.9991,3.1431,121.6105,4.0000,0.525440,0.441000,0.652100,N/A
29,46,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
29,47,600.0000,3.1004,117.4406,3.9994,0.525240,0.440800,0.651900,N/A
29,48,599.9890,3.2472,121.5322,4.0000,0.525620,0.441100,0.652400,N/A
29,49,599.9890,3.5214,121.5322,4.0000,0.525000,0.440600,0.651600,N/A
29,50,599.9974,3.2488,119.6504,3.9994,0.525680,0.441200,0.652400,N/A
30,1,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
30,2,600.0000,3.2424,121.1701,3.8084,0.524860,0.440500,0.651400,N/A
30,3,599.9952,3.2424,120.5658,3.9996,0.525680,0.441200,0.652400,N/A
30,4,599.9931,3.2196,113.1306,3.9994,0.525680,0.441200,0.652400,N/A
30,5,596.2105,3.2476,119.2642,3.9997,0.524320,0.439600,0.651400,N/A
30,6,599.9964,3.3904,117.0097,3.9996,0.525340,0.440900,0.652000,N/A
30,7,596.7133,3.2451,123.8720,3.9996,0.524420,0.439700,0.651500,N/A
30,8,599.9864,3.2491,119.4772,3.9997,0.525680,0.441200,0.652400,N/A
30,9,599.9864,3.3490,119.4772,3.9997,0.525380,0.440900,0.652100,N/A
30,10,599.9921,3.4818,120.3790,4.0000,0.525140,0.440700,0.651800,N/A
30,11,599.9921,3.5119,120.3790,3.9996,0.525000,0.440600,0.651600,N/A
30,12,599.9963,3.2494,119.4793,3.9996,0.525680,0.441200,0.652400,N/A
30,13,600.0000,3.2494,120.1803,4.0000,0.525680,0.441200,0.652400,N/A
30,14,600.0000,3.4086,119.4098,3.9995,0.525340,0.440900,0.652000,N/A
30,15,600.0000,3.2276,119.4098,3.7302,0.524580,0.440300,0.651000,N/A
30,16,599.9926,3.2459,115.7621,3.9996,0.525680,0.441200,0.652400,N/A
30,17,588.0680,3.2610,122.7918,3.9996,0.521240,0.436000,0.649100,N/A
30,18,599.9908,3.2923,122.4296,3.9998,0.525380,0.440900,0.652100,N/A
30,19,600.0000,3.1969,122.4296,3.9998,0.525580,0.441100,0.652300,N/A
30,20,599.9968,3.0197,119.6459,3.9993,0.524760,0.440400,0.651300,N/A
30,21,599.9968,3.2467,119.6459,3.9993,0.525620,0.441100,0.652400,N/A
30,22,598.0858,3.0914,116.1063,3.9996,0.524560,0.440000,0.651400,N/A
30,23,599.9941,3.2451,120.6260,3.9996,0.525620,0.441100,0.652400,N/A
30,24,600.0000,3.3157,120.5704,4.0000,0.525440,0.441000,0.652100,N/A
30,25,598.9202,3.4801,120.5704,4.0000,0.524680,0.440200,0.651400,N/A
30,26,599.9925,3.2473,120.8366,3.9996,0.525680,0.441200,0.652400,N/A
30,27,581.9603,3.7339,120.8366,3.9996,0.516640,0.431400,0.644500,N/A
30,28,597.3540,3.5370,119.2995,3.7160,0.522720,0.438400,0.649200,N/A
30,29,599.9991,3.3947,122.7161,4.0000,0.525340,0.440900,0.652000,N/A
30,30,599.9946,3.2460,118.5410,4.0000,0.525680,0.441200,0.652400,N/A
30,31,599.9946,3.2460,118.5410,4.0000,0.525680,0.441200,0.652400,N/A
30,32,599.9913,3.3879,117.8190,3.9993,0.525340,0.440900,0.652000,N/A
30,33,599.9913,3.2475,114.7031,3.9993,0.525720,0.441200,0.652500,N/A
30,34,599.9940,3.2462,121.9752,3.9994,0.525620,0.441100,0.652400,N/A
30,35,600.0000,3.2462,121.9752,3.9994,0.525620,0.441100,0.652400,N/A
30,36,599.9921,3.1816,122.0908,3.9995,0.525580,0.441100,0.652300,N/A
30,37,599.9921,3.2434,120.1620,3.7287,0.524520,0.440200,0.651000,N/A
30,38,599.9910,3.1962,122.1964,3.9998,0.525580,0.441100,0.652300,N/A
30,39,599.9910,3.1962,121.6013,3.9998,0.525580,0.441100,0.652300,N/A
30,40,599.9910,3.2385,117.2061,3.9994,0.525680,0.441200,0.652400,N/A
30,41,596.1331,3.2385,120.0710,4.0000,0.524220,0.439500,0.651300,N/A
30,42,599.9943,3.1562,123.3741,3.9996,0.525440,0.441000,0.652100,N/A
30,43,599.9943,3.1953,120.5830,3.9996,0.525580,0.441100,0.652300,N/A
30,44,599.9886,3.2498,120.5821,3.9997,0.525680,0.441200,0.652400,N/A
30,45,599.9886,3.2498,118.9891,3.5508,0.523800,0.439600,0.650100,N/A
30,46,599.9860,3.1592,121.6621,3.9998,0.525480,0.441000,0.652200,N/A
30,47,600.0000,3.2482,121.6621,3.9998,0.525680,0.441200,0.652400,N/A
30,48,600.0000,3.4555,118.9527,3.9993,0.525200,0.440800,0.651800,N/A
30,49,599.9943,3.2376,118.9527,3.9993,0.525620,0.441100,0.652400,N/A
30,50,599.9943,3.2466,120.4373,3.9996,0.525620,0.441100,0.652400,N/A
31,1,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
31,2,599.9936,3.2324,116.8783,3.9995,0.525680,0.441200,0.652400,N/A
31,3,599.9936,3.2324,116.8783,3.9306,0.525380,0.440900,0.652100,N/A
31,4,599.9945,3.2207,119.5620,3.9998,0.525580,0.441100,0.652300,N/A
31,5,599.9945,3.2207,119.5620,3.9998,0.525580,0.441100,0.652300,N/A
31,6,599.9922,3.2335,113.9169,3.9994,0.525680,0.441200,0.652400,N/A
31,7,599.9922,3.2335,113.6548,3.9994,0.525680,0.441200,0.652400,N/A
31,8,592.4332,3.2494,122.0801,3.9998,0.522860,0.437900,0.650300,N/A
31,9,599.9981,3.2494,119.8298,3.9998,0.525680,0.441200,0.652400,N/A
31,10,597.0667,3.5435,120.5935,3.9998,0.523720,0.439200,0.650500,N/A
31,11,599.9936,3.2466,119.6888,3.9342,0.525380,0.440900,0.652100,N/A
31,12,599.9931,3.2196,115.3659,4.0000,0.525620,0.441100,0.652400,N/A
31,13,599.9864,3.2491,120.0724,3.9997,0.525680,0.441200,0.652400,N/A
31,14,600.0000,3.1885,121.3369,3.9996,0.525580,0.441100,0.652300,N/A
31,15,599.9932,3.1885,121.3369,3.9996,0.525580,0.441100,0.652300,N/A
31,16,592.9318,3.3165,117.1515,3.9998,0.523060,0.438100,0.650500,N/A
31,17,599.9936,3.2460,122.4145,3.9998,0.525620,0.441100,0.652400,N/A
31,18,599.9908,3.2458,119.3225,3.9997,0.525680,0.441200,0.652400,N/A
31,19,599.9908,3.2458,120.0215,3.9997,0.525620,0.441100,0.652400,N/A
31,20,599.9932,3.1689,122.7325,3.9996,0.525480,0.441000,0.652200,N/A
31,21,599.9932,3.1689,122.7325,3.9996,0.525480,0.441000,0.652200,N/A
31,22,599.9945,3.2463,119.4892,3.9420,0.525440,0.441000,0.652100,N/A
31,23,599.9945,3.4620,119.4892,3.9998,0.525200,0.440800,0.651800,N/A
31,24,599.9984,3.5403,121.0378,3.9995,0.524900,0.440500,0.651500,N/A
31,25,599.9984,3.2218,121.0378,3.9533,0.525440,0.441000,0.652100,N/A
31,26,599.9928,3.2211,120.0711,3.9999,0.525580,0.441100,0.652300,N/A
31,27,599.9928,3.3928,120.0711,3.9999,0.525340,0.440900,0.652000,N/A
31,28,599.9917,3.3797,117.5410,4.0000,0.525380,0.440900,0.652100,N/A
31,29,599.9917,3.3797,117.5410,3.9995,0.525380,0.440900,0.652100,N/A
31,30,599.9915,3.0591,120.5825,4.0000,0.525000,0.440600,0.651600,N/A
31,31,599.9915,3.2226,120.5825,3.9997,0.525580,0.441100,0.652300,N/A
31,32,578.2241,3.3132,117.5126,3.9994,0.517440,0.431600,0.646200,N/A
31,33,599.9911,3.3132,117.5126,3.9994,0.525440,0.441000,0.652100,N/A
31,34,599.9943,3.3066,121.5059,3.9997,0.525380,0.440900,0.652100,N/A
31,35,599.9943,3.1840,121.5059,3.9997,0.525580,0.441100,0.652300,N/A
31,36,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
31,37,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
31,38,599.9931,3.2474,122.3936,3.9994,0.525680,0.441200,0.652400,N/A
31,39,599.9931,3.2474,117.4406,3.8734,0.525200,0.440800,0.651800,N/A
31,40,600.0000,3.2494,120.1803,4.0000,0.525680,0.441200,0.652400,N/A
31,41,600.0000,3.2482,119.7186,3.9709,0.525580,0.441100,0.652300,N/A
31,42,591.9751,3.2460,111.9130,4.0000,0.522800,0.437800,0.650300,N/A
31,43,599.9940,3.2462,121.9752,3.9994,0.525620,0.441100,0.652400,N/A
31,44,599.9922,3.2335,113.9169,3.9994,0.525680,0.441200,0.652400,N/A
31,45,599.9922,3.2335,113.9169,3.9994,0.525680,0.441200,0.652400,N/A
31,46,599.9942,3.2007,122.0001,3.9996,0.525580,0.441100,0.652300,N/A
31,47,599.9942,3.2007,122.0001,3.9996,0.525580,0.441100,0.652300,N/A
31,48,599.9932,3.2476,120.0155,3.9996,0.525680,0.441200,0.652400,N/A
31,49,599.9932,3.2476,120.7262,3.9996,0.525680,0.441200,0.652400,N/A
31,50,599.9899,3.3217,117.6426,3.9995,0.525440,0.441000,0.652100,N/A
32,1,599.9931,3.2474,117.4406,3.9994,0.525720,0.441200,0.652500,N/A
32,2,600.0000,3.2157,119.4732,3.9996,0.525620,0.441100,0.652400,N/A
32,3,599.9937,2.9878,119.4563,3.9996,0.524620,0.440300,0.651100,N/A
32,4,599.9963,3.2479,119.6595,3.9709,0.525580,0.441100,0.652300,N/A
32,5,599.9963,3.3252,124.7321,3.9709,0.525240,0.440800,0.651900,N/A
32,6,599.9908,3.2458,119.6720,3.9997,0.525680,0.441200,0.652400,N/A
32,7,599.9908,3.1113,119.6720,4.0000,0.525340,0.440900,0.652000,N/A
32,8,599.9933,3.2399,117.1594,3.8072,0.524900,0.440500,0.651500,N/A
32,9,599.9933,3.2399,117.1594,4.0000,0.525680,0.441200,0.652400,N/A
32,10,599.9992,3.2356,120.6091,3.9766,0.525580,0.441100,0.652300,N/A
32,11,600.0000,3.2356,121.6628,3.9039,0.525240,0.440800,0.651900,N/A
32,12,599.9944,3.2671,120.5339,3.9998,0.525580,0.441100,0.652300,N/A
32,13,591.8354,3.2023,120.5339,3.9998,0.522660,0.437700,0.650100,N/A
32,14,599.9920,3.2467,120.0185,3.9996,0.525620,0.441100,0.652400,N/A
32,15,600.0000,3.2467,120.0185,3.7428,0.524620,0.440300,0.651100,N/A
32,16,596.4403,3.2474,116.8377,3.9364,0.524180,0.439500,0.651200,N/A
32,17,599.9931,3.2474,117.4406,3.9364,0.525440,0.441000,0.652100,N/A
32,18,599.9922,3.2335,113.9169,3.9994,0.525680,0.441200,0.652400,N/A
32,19,600.0000,3.2494,123.5665,3.9306,0.525340,0.440900,0.652000,N/A
32,20,599.9940,3.3258,121.9752,4.0000,0.525380,0.440900,0.652100,N/A
32,21,599.9931,3.2474,122.3936,3.9994,0.525680,0.441200,0.652400,N/A
32,22,599.9922,3.2335,113.6548,3.9994,0.525680,0.441200,0.652400,N/A
